AT,V,AP,RH,PE
21,47,1008,71,448
14,41,1016,82,470
24,68,1009,65,426
10,41,1015,87,480
6,42,1002,99,484
14,45,1025,85,467
23,58,1018,64,452
31,70,1011,47,433
10,41,1021,92,471
34,78,1010,53,434
18,44,1019,57,469
23,47,1009,68,447
34,69,1010,34,431
27,48,1013,40,440
21,70,1010,96,445
15,43,1015,58,460
9,41,1026,89,481
27,72,1008,72,439
23,45,1012,51,450
29,65,1000,68,428
15,40,1016,66,458
25,64,1018,45,441
27,71,1007,77,427
32,70,1013,54,430
6,41,1022,88,487
26,66,1004,56,436
21,59,1018,78,444
25,59,1015,61,446
26,68,1011,78,429
22,58,1014,86,449
25,49,1018,74,442
9,39,1014,86,485
19,45,1020,48,452
25,63,1014,56,442
27,70,1003,76,431
21,45,1014,52,453
21,60,1011,78,452
17,49,1016,86,454
10,41,1018,99,467
22,60,1019,77,444
25,65,1013,62,447
25,75,1010,78,446
27,71,1008,89,431
26,64,1013,62,445
19,65,1020,81,454
31,69,1007,69,426
8,41,1023,88,476
27,64,1010,69,440
12,42,1020,69,477
19,60,1010,83,453
29,75,1009,56,434
32,78,1015,55,433
31,67,1008,66,438
13,45,1019,70,471
22,51,1009,61,450
10,40,1018,76,480
20,45,1012,67,451
6,36,1019,68,483
13,41,1008,95,472
19,48,1005,78,456
20,50,1012,69,455
6,42,1004,77,485
11,39,1017,87,481
19,44,1016,51,465
25,69,1014,53,438
7,44,1018,72,480
5,41,1014,90,487
26,59,1008,78,442
28,75,1009,63,437
20,55,1017,70,456
16,44,1021,72,459
21,45,1015,76,460
27,72,1007,78,427
17,42,1011,56,465
32,71,1008,45,427
25,61,1018,56,442
29,73,1012,65,431
21,51,1017,69,454
10,37,1013,69,473
21,57,1007,67,452
24,64,1010,69,441
25,61,1012,56,452
27,49,1004,41,442
25,72,1008,90,438
21,52,1010,89,448
8,38,1021,59,479
29,73,1009,58,440
23,69,1003,66,440
14,45,1024,87,466
10,41,1026,84,482
17,50,1024,69,459
28,65,1015,47,440
14,40,1016,70,461
27,73,1009,79,431
9,40,1031,82,475
6,36,1030,87,487
25,70,1015,86,435
15,45,1019,57,466
16,41,1016,89,458
8,41,1028,90,483
15,42,1022,76,463
23,73,1009,92,438
22,42,1013,67,463
7,42,1008,94,486
10,40,1013,89,468
19,50,1011,100,451
20,42,1013,52,457
22,41,1002,47,455
17,58,1012,93,457
18,48,1005,87,454
28,70,1007,90,437
26,72,1004,87,440
29,74,1010,65,438
24,73,1012,89,438
24,68,1017,79,433
26,72,1003,86,433
15,42,1024,73,463
28,73,1008,78,428
27,68,1010,77,430
13,39,1013,84,470
24,47,1014,53,450
22,64,1021,69,451
28,71,1008,49,435
8,42,1005,93,478
25,64,1017,56,447
9,39,1014,87,486
24,59,1018,59,442
32,69,1006,72,431
12,42,1030,84,466
23,70,1006,83,439
14,45,1025,79,468
27,73,1008,90,433
32,73,1010,43,433
29,74,1008,82,431
29,67,1007,50,430
18,58,1012,92,453
32,69,1003,58,436
29,72,1007,67,429
10,40,1019,89,465
18,45,1021,70,458
18,45,1021,71,460
19,63,1021,81,456
23,70,1013,53,444
19,62,1010,70,448
7,41,1010,97,483
23,65,1016,61,451
10,41,1015,84,472
18,65,1019,81,455
24,64,1011,85,444
12,41,1013,75,465
22,49,1020,73,451
9,41,1016,75,487
28,69,1010,72,441
17,45,1018,90,460
6,41,1020,82,489
11,45,1013,84,471
22,51,1014,71,455
23,70,1011,78,443
12,44,1008,94,468
14,40,1012,92,463
12,42,1020,68,476
23,59,1011,82,448
12,48,1012,100,465
30,72,1006,59,429
17,38,1023,69,464
21,58,1014,82,453
20,59,1016,70,449
25,61,1017,70,441
25,67,1010,60,441
23,62,1012,66,444
22,60,1017,67,454
26,70,1003,85,427
11,42,997,100,473
15,42,1013,87,471
22,70,1011,82,445
29,65,1007,56,438
22,47,1008,77,447
32,71,1008,66,433
30,70,1008,53,433
18,45,1023,48,465
25,67,1009,67,437
10,37,1023,81,473
27,73,1005,59,441
18,42,1009,66,468
10,41,1022,85,474
10,40,1010,85,480
15,40,1011,70,471
23,43,1014,65,460
15,39,1016,76,465
17,41,1002,73,462
10,41,1021,92,474
14,41,1009,82,470
31,71,1000,69,433
10,42,1017,93,480
24,78,1009,85,435
24,69,1014,61,440
31,75,1009,57,433
14,54,1017,64,465
24,50,1008,68,443
34,74,1011,38,429
10,39,1014,85,482
9,42,1009,78,482
14,39,1013,70,469
6,41,1017,85,481
11,37,1023,80,474
29,67,1018,54,432
13,42,1008,86,469
14,41,1008,84,472
28,73,1012,75,431
13,51,1020,87,470
14,44,1029,71,467
8,44,1022,97,484
26,72,1010,77,432
19,44,1018,68,455
14,41,1022,81,462
28,68,1013,44,435
9,41,1027,87,475
29,70,1015,67,426
21,58,1013,73,447
32,74,1004,60,431
12,41,1021,91,467
23,64,1014,84,447
23,69,1011,92,438
27,71,1003,71,437
30,66,1009,70,436
24,72,1010,75,439
12,41,1019,59,474
26,64,1013,61,443
25,73,1012,85,435
26,48,1009,67,442
26,57,1012,44,441
22,66,1010,68,444
24,58,1011,72,447
12,40,1010,93,473
20,51,1007,92,449
9,41,1019,66,487
13,41,1023,84,461
5,36,1026,79,489
12,42,1012,81,461
13,41,1019,80,473
9,41,1026,82,485
32,75,1016,45,425
26,72,1010,88,434
23,61,1012,78,450
32,70,1007,64,432
25,65,1021,56,448
23,61,1017,75,444
24,65,1014,64,450
23,63,1012,81,444
34,69,1009,33,431
18,42,1017,62,469
32,69,1001,50,427
7,42,1009,95,483
9,41,1023,88,478
27,75,1017,80,429
31,74,1004,69,431
17,50,1026,67,455
23,57,1010,77,434
10,40,1015,84,480
26,69,1013,69,433
12,42,1019,96,467
24,70,1011,85,434
15,43,1019,77,462
15,45,1024,71,470
23,51,1009,82,443
25,74,1015,94,438
13,41,1024,80,462
19,59,1010,86,430
25,51,1011,67,441
11,38,1013,86,474
17,68,1004,94,450
22,69,1015,59,450
25,70,1009,81,438
21,47,1007,65,450
27,64,1013,53,444
15,42,1015,74,466
32,68,1015,49,430
26,57,1012,44,443
20,61,1018,91,448
19,44,1019,51,468
17,37,1006,87,464
15,42,1012,97,466
28,77,1007,79,433
20,64,1014,87,447
25,66,1011,70,438
26,60,1011,82,446
25,61,1015,51,445
14,46,1016,92,462
20,65,1016,74,454
10,38,1022,71,476
18,40,1005,82,467
12,44,1020,82,467
27,57,1012,49,437
24,72,1011,89,438
16,41,1005,93,465
32,66,1009,59,437
11,42,1000,97,472
15,39,1011,71,462
20,44,1009,78,452
28,70,1007,71,442
26,78,1012,77,437
30,70,1000,71,435
10,45,1018,94,474
9,42,1020,72,474
14,42,1021,61,472
23,49,1003,70,446
12,38,1013,82,472
22,44,1012,65,453
33,71,1009,59,431
22,46,1014,78,456
28,63,1011,57,440
28,67,1010,46,438
21,60,1016,67,446
18,43,1019,76,462
6,39,1017,66,484
17,39,1014,68,466
22,58,1014,86,451
30,70,1012,45,429
17,37,1006,89,465
20,57,1012,76,450
20,57,1021,64,457
6,41,1002,88,486
7,41,1022,95,471
19,59,1017,92,447
12,44,1016,84,472
11,38,1011,96,474
21,60,1018,78,453
32,75,1005,42,437
15,42,1031,69,465
19,50,1011,100,447
14,45,1023,85,467
18,53,1013,83,458
32,72,1012,42,437
19,45,1004,84,457
14,45,1023,84,465
12,41,1017,100,472
18,57,1012,85,449
28,49,1004,56,439
23,45,1010,60,448
16,49,1007,84,461
24,66,1014,58,449
18,56,1021,78,459
14,39,1018,78,465
17,37,1013,74,464
14,42,1011,76,456
27,59,1013,54,438
11,45,1021,90,473
26,64,1013,60,439
17,63,1021,93,453
24,64,1010,87,443
29,68,1011,53,428
12,44,1023,57,469
17,45,1018,72,467
29,71,1011,54,431
25,75,1011,73,442
28,63,1010,56,441
18,49,1019,96,456
13,41,1026,87,466
19,45,1009,71,453
18,41,1006,92,461
15,54,1017,63,464
20,58,1017,69,454
29,70,1008,58,433
29,72,1007,66,432
29,73,1011,53,441
13,44,1008,98,464
11,41,1008,98,473
31,71,1000,71,432
14,40,1013,91,466
5,41,1021,84,492
34,79,1008,64,437
6,41,1021,95,481
19,48,1015,80,455
33,69,1005,45,432
24,58,1011,78,445
18,51,1013,93,457
6,39,1005,54,484
24,65,1013,55,441
29,67,1006,59,427
14,44,1023,84,468
21,48,1013,68,452
27,59,1013,61,441
9,36,1015,57,480
19,67,1012,79,447
34,70,1007,43,436
21,60,1017,75,451
23,69,1015,52,448
9,44,1019,84,476
14,44,1028,71,467
22,58,1013,86,449
19,44,1014,69,451
23,52,1009,79,446
13,44,1013,92,472
31,74,1007,47,430
28,67,1015,39,433
25,60,1006,74,439
14,48,1011,75,462
23,49,1002,61,446
16,44,1022,81,461
10,40,1017,78,482
29,73,1009,79,429
19,63,1020,83,454
20,59,1013,91,446
26,49,1008,71,439
12,49,1017,89,470
27,57,1006,78,445
27,47,1009,46,443
28,70,1004,83,434
10,41,1018,88,480
8,36,1017,74,480
10,39,1024,85,479
11,43,1012,67,479
30,67,1014,47,437
19,45,1014,42,456
23,64,1014,71,447
18,50,1014,80,454
24,64,1018,58,442
19,43,1014,58,460
22,58,1008,95,441
32,70,1014,39,426
32,59,1003,51,438
12,42,1013,87,474
27,70,1010,71,432
24,68,1006,70,445
28,69,1013,42,436
30,70,1010,54,427
9,40,1011,80,480
31,72,1008,72,430
26,70,1006,78,433
14,43,1010,75,467
22,50,1006,82,443
11,38,1009,98,475
29,68,1012,48,433
16,44,1021,73,460
25,57,1013,63,444
28,70,1013,77,438
30,68,1007,56,429
7,39,1026,77,476
26,59,1012,64,444
26,43,1012,89,435
7,40,1019,81,478
27,78,1010,77,434
22,59,1017,83,442
26,61,1013,71,447
23,72,1011,88,438
16,42,1023,70,464
22,64,1020,55,448
7,41,1021,90,490
25,71,1009,79,435
30,72,1010,50,434
17,44,1013,80,466
14,41,1020,88,469
23,58,1018,54,445
7,43,1019,88,487
20,49,1011,69,448
9,42,1015,83,478
21,58,1008,99,449
31,70,1011,43,429
22,70,1012,86,439
13,41,1008,88,472
21,44,1006,83,445
25,64,1019,59,441
9,39,1017,62,483
22,59,1007,82,443
26,65,1018,51,441
23,69,1007,76,447
31,63,1009,55,442
20,67,1015,81,448
22,49,1002,63,446
15,44,1012,91,468
28,69,1007,63,432
25,71,1010,89,439
24,47,1008,65,446
26,64,1017,49,444
11,40,1026,96,469
7,39,1013,72,489
20,56,1020,56,458
32,67,1003,54,430
23,59,1015,64,449
25,69,1007,69,437
14,41,1017,70,467
3,40,1011,83,460
28,45,1009,47,441
28,70,1007,67,430
23,54,1015,76,454
23,65,1017,66,447
19,57,1014,73,453
21,58,1013,88,447
24,65,1021,58,449
22,59,1013,67,446
24,49,1014,50,447
20,67,1013,86,447
13,40,1011,77,473
27,68,1011,67,433
11,41,1017,66,483
20,67,1013,65,451
19,54,1012,89,448
26,57,1006,82,438
21,59,1012,84,445
6,41,1028,86,480
15,39,1016,73,464
20,49,1019,91,451
32,73,1011,60,432
8,41,1015,74,489
9,42,1033,74,479
12,40,1016,87,477
11,44,1019,91,476
26,71,1008,73,432
31,71,1005,56,429
12,38,1013,83,471
9,41,1030,88,473
28,61,1009,57,443
35,74,1012,32,426
8,41,1020,86,485
25,75,1017,81,435
26,49,1004,68,440
28,74,1014,49,433
21,47,1014,61,458
28,67,1011,44,440
19,58,1017,88,448
7,41,1020,71,495
24,71,1006,89,431
10,41,1027,77,474
19,66,1010,86,446
12,41,1018,86,474
15,54,1017,63,464
27,69,1007,62,432
18,51,1016,88,457
32,59,1003,48,441
21,47,1007,64,449
30,72,1009,79,431
29,68,1011,54,445
9,43,1015,77,484
19,43,1012,46,463
23,54,1014,75,454
15,40,1012,74,467
26,67,1010,56,437
32,77,1008,61,431
23,64,1013,45,451
25,58,1015,62,449
15,42,1018,81,459
23,59,1013,78,449
9,43,1012,79,480
17,42,1010,63,466
19,59,1018,93,445
14,34,1019,66,469
9,40,1013,92,483
23,42,1013,71,461
16,40,1009,72,463
30,72,1011,63,439
26,73,1002,92,435
12,40,1006,85,470
16,44,1021,86,463
23,49,1003,81,442
19,52,1004,100,451
31,76,1007,64,430
10,41,1022,84,472
15,45,1016,83,468
17,43,1014,72,464
15,39,1011,73,464
18,58,1016,87,453
17,44,1010,78,457
20,57,1013,78,448
29,57,1007,54,440
14,44,1022,86,469
10,41,1016,83,475
30,74,1009,75,431
15,45,1024,88,465
17,38,1024,60,464
34,73,1013,42,439
14,42,1031,65,466
21,43,1010,63,448
25,64,1019,45,444
26,59,1013,61,440
31,67,1017,37,434
10,41,1020,82,479
20,66,1015,79,454
22,61,1019,77,441
28,73,1011,73,431
24,61,1006,83,440
14,41,1016,74,471
24,50,1017,69,455
23,51,1012,74,449
20,51,1015,88,455
28,77,1001,70,435
32,66,1008,57,435
31,73,1011,65,433
12,40,1011,81,478
19,63,1019,78,450
16,39,1001,74,466
23,59,1012,81,445
16,45,1013,82,460
4,39,1012,82,493
24,69,1007,78,444
25,63,1012,72,442
28,64,1018,39,444
29,71,1008,79,434
21,42,1013,71,462
27,73,1009,90,430
26,68,1011,72,433
11,42,1015,100,473
30,72,1011,63,437
25,65,1015,50,445
28,74,1002,91,437
30,69,1010,56,440
10,42,1016,97,464
29,72,1006,66,427
22,51,1007,87,443
34,80,1011,61,432
8,44,1023,97,479
24,51,1007,84,441
26,72,1009,75,431
15,41,1016,76,468
15,42,1012,62,467
13,40,1006,69,476
28,72,1004,78,433
27,74,1005,93,433
25,59,1017,53,443
13,44,1012,92,474
15,42,1017,88,467
30,70,1010,64,437
27,70,1003,81,427
14,44,1016,81,469
12,38,1021,65,470
13,41,1018,94,465
26,64,1014,60,443
17,45,1024,76,459
16,43,1012,40,467
22,61,1015,75,450
8,39,1014,69,487
27,70,1005,85,441
21,44,1016,46,462
16,50,1016,87,463
31,74,1011,57,435
22,59,1010,85,444
16,44,1021,89,468
12,41,1020,91,473
19,45,1014,60,453
17,45,1008,79,454
20,57,1021,63,455
28,67,1007,76,438
12,42,1013,90,461
6,39,1020,71,484
24,61,1008,81,449
23,70,1007,76,439
21,59,1017,79,447
15,37,1013,79,467
22,64,1010,91,448
17,46,1011,96,466
30,76,1007,66,435
19,53,1013,83,456
13,41,1008,94,472
17,56,1021,85,462
15,39,1016,71,462
26,52,1007,63,442
24,60,1010,80,439
28,70,1000,85,432
12,45,1013,90,471
21,58,1017,68,453
11,39,1017,92,481
15,42,1009,67,469
28,73,1008,86,430
13,46,1019,88,466
21,58,1013,87,450
5,38,1016,71,485
26,67,1008,61,436
15,43,1028,67,464
21,51,1017,67,454
14,50,1006,91,463
14,54,1017,65,465
16,41,996,82,465
30,75,1005,70,433
25,66,1014,58,447
12,38,1022,59,470
25,62,1009,73,437
20,48,1011,87,445
20,64,1021,62,457
28,70,1005,68,427
17,46,1010,96,464
25,69,1013,57,439
21,58,1015,81,453
23,51,1009,83,444
15,44,1019,60,469
15,41,1007,82,465
28,70,1010,84,439
22,59,1014,61,453
29,62,1011,62,437
15,42,1022,78,465
7,41,1017,97,436
25,64,1013,74,439
10,41,1019,88,478
25,57,1012,64,442
23,59,1011,84,446
26,61,1012,52,453
13,40,1013,62,478
22,51,1009,83,446
20,42,1012,85,457
16,42,1007,82,467
28,78,1010,79,435
27,66,1005,53,436
14,40,1018,77,467
19,43,1013,76,453
13,41,1020,89,467
18,68,1004,92,445
32,70,1012,47,440
27,73,1014,69,440
26,69,1009,84,436
17,59,1017,86,452
34,74,1000,44,434
33,68,1010,41,442
11,38,1009,67,474
17,44,1022,81,461
14,46,1016,89,462
22,69,1003,71,442
11,41,1012,64,480
28,65,1014,46,443
6,46,1013,89,483
20,45,1010,75,451
16,40,1014,90,461
26,63,1012,66,444
15,47,1013,85,464
30,69,1010,53,433
21,58,1015,78,450
11,41,1016,85,478
31,75,1002,64,433
25,71,1012,70,435
13,40,1018,63,468
11,45,1016,79,484
30,71,1008,73,435
11,41,1023,92,467
20,58,1016,78,453
11,53,1026,85,468
14,39,1016,79,472
15,44,1016,76,470
22,42,1015,76,458
29,77,1009,77,433
21,59,1014,85,445
23,61,1008,82,439
23,49,1018,75,441
20,61,1015,84,456
22,65,1017,71,446
24,61,1018,76,443
29,66,1011,72,431
15,38,1011,87,468
15,39,1014,76,470
32,76,1007,63,433
24,66,1012,58,444
25,69,1008,75,434
32,67,1003,50,430
22,57,1013,66,446
26,61,1010,75,436
26,61,1014,66,448
30,57,1009,51,436
18,45,1020,40,459
24,74,1007,87,438
31,71,1003,55,431
11,41,1016,58,467
21,44,1011,63,453
12,41,1021,82,470
20,51,1013,82,459
31,67,1003,54,428
10,38,1018,70,476
27,71,1010,66,430
11,41,1013,76,465
17,51,1016,81,463
11,41,1021,89,481
8,36,1020,75,481
28,72,1009,88,431
12,50,1008,94,467
29,58,1014,49,439
23,49,1011,52,445
10,40,1013,89,482
10,53,1023,78,470
9,41,1029,86,475
26,62,1009,68,439
19,44,1014,51,465
20,50,1010,100,449
28,45,1009,50,443
29,53,1006,40,438
21,51,1009,84,449
11,41,1017,86,479
12,41,1022,85,471
28,65,1008,58,440
26,72,1010,82,431
14,40,1015,81,470
12,42,1020,83,476
13,42,1010,65,469
25,60,1016,63,446
28,68,1010,70,429
24,49,1014,48,447
19,68,1004,86,444
17,50,1005,100,454
27,71,1008,57,435
31,65,1013,42,437
19,64,1021,69,458
30,68,1011,51,430
23,72,1005,88,433
27,73,1009,90,429
22,61,1019,58,450
27,74,1010,79,437
13,46,1009,87,465
21,71,1010,88,446
17,38,1015,82,460
29,60,1010,62,436
24,74,1007,88,438
28,59,1011,62,445
32,69,1006,49,436
30,78,1015,73,435
8,42,1009,90,482
18,66,1013,85,451
20,68,1008,64,446
12,41,1006,96,475
14,41,1004,89,465
14,43,1015,62,465
30,71,1006,68,435
20,60,1015,80,454
14,43,1029,68,466
19,45,1020,39,461
8,44,1016,84,486
24,59,1011,81,444
14,43,1010,91,469
32,70,1013,56,432
16,38,1020,75,465
18,45,1014,76,455
18,44,1019,59,454
15,41,997,82,465
31,66,1009,61,438
21,67,1005,82,442
11,43,1018,81,471
14,42,1016,77,462
9,37,1026,75,481
16,42,1012,55,466
11,42,1014,70,474
28,49,1004,35,437
16,65,1014,88,457
26,70,1005,82,437
24,60,1005,82,441
16,56,1020,82,465
5,41,1022,83,493
12,43,1017,76,468
16,54,1018,68,462
15,41,1010,92,466
24,57,1014,70,443
17,45,1021,78,458
28,66,1012,64,441
23,59,1017,73,443
20,64,1020,75,448
17,44,1011,74,464
10,37,1015,63,479
25,50,1015,62,453
26,50,1016,60,452
26,69,1013,62,435
28,63,1012,68,441
21,41,1002,43,455
23,60,1019,84,442
26,64,1013,61,445
24,60,1005,79,441
29,67,1016,41,436
23,60,1004,95,438
27,60,1004,76,438
19,57,1021,70,459
4,35,1019,99,491
32,73,1004,58,433
13,46,1015,79,460
18,44,1019,54,455
31,74,1011,45,432
10,42,1019,86,472
18,63,1012,94,457
29,70,1012,77,436
7,39,1020,76,487
29,64,1010,56,436
14,43,1014,88,468
29,66,1015,58,445
27,68,1013,55,435
15,52,1014,81,453
16,40,1013,88,462
23,58,1013,66,445
14,42,1021,68,463
27,79,1012,96,435
23,69,1013,56,446
17,42,1009,69,470
15,45,1021,84,465
18,41,994,61,456
27,68,1011,71,444
21,42,1013,72,462
7,35,1019,69,480
9,38,1022,79,478
19,56,1020,76,458
20,57,1021,73,455
14,42,1019,84,464
20,70,1009,84,447
8,45,1019,70,485
19,41,1002,52,458
19,68,1005,82,445
22,64,1020,65,447
32,69,1005,48,430
16,49,1021,78,454
16,45,1017,83,457
8,44,1022,98,482
8,41,1026,83,488
31,79,1006,73,431
14,41,1022,72,460
16,39,1010,71,461
17,42,1017,65,469
20,50,1010,94,450
11,44,1017,81,477
24,54,1012,68,455
20,45,1009,73,456
10,39,1018,62,481
32,78,1015,51,435
22,65,1008,77,450
24,50,1018,75,458
29,75,1017,67,429
19,64,1009,64,453
16,46,1020,89,463
14,36,1022,78,465
29,64,1013,55,438
11,45,1013,85,475
12,40,1018,68,472
20,70,1013,62,451
13,44,1015,65,476
27,52,1008,60,440
14,44,1029,72,467
30,74,1011,45,430
28,63,1011,39,441
26,61,1015,48,443
15,43,1016,54,467
16,44,1021,85,466
29,51,1006,65,440
21,60,1016,75,453
23,68,1001,81,442
20,57,1020,73,455
24,50,1017,67,456
12,41,1017,96,465
5,39,1012,92,489
14,40,1018,89,468
11,41,1028,91,464
18,44,1015,59,465
24,49,1015,43,459
26,52,1013,54,447
17,58,1012,92,459
20,48,1013,76,451
11,42,1013,89,476
14,40,1013,72,475
10,42,1021,52,473
23,66,1011,63,444
8,41,1021,91,477
24,64,1021,60,447
19,68,1005,85,445
21,60,1016,76,453
24,66,1009,92,445
7,40,1019,87,484
13,44,1016,90,474
25,50,1013,51,457
20,45,1014,58,448
13,40,1012,69,475
17,50,1006,82,457
15,37,1014,74,468
16,42,1010,66,466
23,75,1017,72,444
27,61,1010,68,444
20,40,1008,62,456
12,41,1025,86,464
12,41,1022,58,474
17,45,1013,78,459
20,46,1011,78,449
20,58,1015,79,453
29,75,1003,75,434
16,41,1016,75,468
9,41,1010,91,481
22,58,1009,87,448
24,74,1011,87,439
14,41,1011,85,472
23,61,1018,68,444
23,64,1014,65,447
15,45,1023,88,467
21,68,1005,81,438
25,49,1004,72,439
14,43,1007,78,468
23,59,1013,83,442
26,70,1007,85,433
7,39,1020,72,487
13,41,1019,74,475
14,54,1016,75,468
23,46,1014,73,458
31,70,1007,68,433
17,42,1007,74,455
27,66,1018,59,441
11,42,1021,95,469
17,41,1000,68,460
21,70,1010,82,446
12,45,1020,82,464
30,65,1006,59,435
17,43,1014,75,464
19,60,1010,87,454
8,40,1017,90,484
19,43,1013,44,465
15,50,1023,78,434
18,45,1025,65,458
16,43,1013,40,467
15,42,1018,86,461
27,64,1010,77,442
23,59,1014,57,452
10,38,1021,75,478
19,67,1015,79,459
23,53,1005,83,440
30,75,1003,71,433
34,75,1016,28,428
16,39,1002,75,468
25,66,1011,69,437
29,75,1002,71,433
15,40,1007,83,469
8,41,1023,98,474
21,65,1016,68,449
29,73,1007,67,433
25,72,1008,84,437
7,45,1020,71,486
15,71,1020,78,457
18,53,1013,82,456
25,59,1010,79,441
24,65,1013,78,437
14,49,1012,78,464
21,57,1011,75,444
35,65,1003,34,428
7,39,1019,73,478
30,69,1009,55,431
31,73,1009,75,432
23,73,1012,92,438
32,75,1003,43,433
20,69,1012,70,454
20,59,1018,86,449
18,67,1012,77,457
27,61,1012,58,447
10,39,1016,96,478
26,60,1016,56,443
14,43,1011,70,464
24,64,1020,58,442
6,36,1011,94,485
12,42,1015,89,471
24,61,1015,65,446
28,63,1012,67,440
19,41,1002,62,462
18,64,1020,74,451
24,66,1019,75,441
27,75,1010,70,442
29,70,1013,69,432
10,41,1016,75,470
15,41,1015,59,456
34,77,1009,59,438
9,40,1008,89,481
23,71,1006,94,434
14,46,1015,87,469
34,69,1011,37,430
9,39,1017,66,484
23,48,1009,81,445
31,67,1004,58,426
18,45,1014,43,464
11,41,1020,61,479
9,39,1013,64,483
9,41,1021,92,476
26,75,1004,86,432
12,48,1010,100,466
12,41,1020,84,464
25,63,1020,57,445
30,68,1011,50,431
24,75,1011,72,444
8,37,1009,81,480
24,59,1011,84,440
14,43,1016,86,464
11,40,1019,68,469
18,67,1013,86,449
32,70,1012,42,437
24,72,1008,87,439
31,72,1006,53,435
24,69,1014,62,436
31,71,1008,72,436
10,42,1020,81,481
7,43,1018,89,486
30,60,1011,64,439
14,45,1024,81,466
22,70,1013,56,446
30,78,1010,66,433
24,67,1007,88,443
11,40,1011,69,478
17,45,1025,74,460
14,49,1017,79,464
30,74,1011,59,436
23,59,1015,81,440
12,41,1026,72,473
26,68,1011,73,436
24,58,1016,70,442
12,53,1025,80,467
30,74,1007,56,441
15,54,1016,65,463
23,74,1010,91,440
10,40,1026,99,472
11,40,1026,75,490
8,45,1021,70,486
33,66,1011,45,429
22,50,1006,85,448
24,72,1006,93,434
27,65,1013,52,440
9,44,1015,82,483
23,72,1006,91,436
26,59,1012,67,444
33,70,1013,54,430
15,44,1022,82,464
28,71,1010,65,441
29,68,1009,67,428
15,35,1016,60,470
15,42,1017,73,470
7,36,1022,84,486
22,58,1015,78,449
26,49,1010,34,440
9,36,1015,63,476
14,39,1017,76,467
17,52,1022,81,460
9,37,1013,76,479
25,72,1007,88,436
23,64,1013,88,443
9,44,1016,81,483
23,59,1018,66,442
26,53,1006,53,446
12,42,1013,85,477
26,68,1006,61,444
29,72,1007,69,439
25,72,1011,74,435
23,61,1015,69,450
28,71,1009,72,435
27,61,1012,45,453
20,53,1025,50,457
21,64,1012,95,445
16,49,1016,91,454
10,41,1018,86,480
22,44,1007,75,445
30,66,1012,47,441
14,43,1015,55,463
11,41,1013,90,478
27,75,1010,65,441
24,70,1007,61,441
23,62,1010,49,444
10,39,1024,82,479
13,44,1015,93,473
31,72,1010,49,432
14,42,1021,72,461
21,42,1010,63,463
26,63,1011,67,444
15,43,1018,75,463
4,40,1011,85,487
8,40,1016,47,488
18,52,1002,100,451
7,39,1012,94,484
15,41,1017,84,459
17,51,1013,84,460
25,76,1017,68,440
26,69,1009,88,431
4,40,1008,97,489
20,57,1020,70,456
6,40,1018,84,481
29,77,999,72,432
28,68,1012,46,436
16,43,1014,82,468
16,45,1015,39,469
26,70,1011,68,442
33,74,1006,48,440
29,67,1018,43,435
11,39,1024,85,479
29,74,999,82,431
31,74,1004,64,434
14,41,1016,93,462
14,46,1009,84,466
26,50,1016,59,452
17,53,1015,77,457
12,38,1008,73,473
18,59,1012,86,451
13,44,1025,87,466
24,69,1013,51,447
25,48,1014,55,448
25,47,1015,65,455
23,73,1009,91,440
14,42,1013,81,469
5,39,1018,76,487
11,42,998,100,473
31,69,1006,50,435
27,57,1014,58,444
13,42,1013,86,470
8,41,1023,82,483
12,41,1022,73,475
14,45,1024,82,470
26,61,1013,71,446
25,71,1008,69,437
27,64,1017,48,443
22,49,1020,85,452
24,50,1008,67,444
26,68,1011,70,449
22,67,1012,80,443
20,59,1016,69,450
26,67,1002,76,434
28,70,1009,64,433
32,67,1014,37,436
26,51,1006,71,441
22,44,1011,60,448
21,78,1007,78,436
19,59,1018,90,450
12,44,1021,98,467
16,41,1016,52,454
29,49,1004,37,439
17,44,1017,63,464
24,59,1016,65,446
12,40,1012,86,478
19,45,1015,66,458
14,43,1031,72,474
7,39,1019,68,486
6,41,1021,94,479
16,54,1016,63,459
27,73,1002,93,432
18,45,1022,43,471
24,66,1012,85,442
30,72,1004,56,427
18,40,1003,59,456
16,65,1014,87,451
20,53,1018,67,457
23,66,1021,80,422
24,72,1010,87,436
26,66,1006,64,433
14,40,1016,87,475
22,63,1012,87,443
18,53,1014,83,458
25,59,1011,57,450
14,39,1020,67,464
24,66,1013,77,441
18,50,1011,100,452
24,63,1014,92,440
22,45,1014,64,460
22,59,1018,76,449
22,49,1010,38,455
21,57,1013,68,450
18,62,1011,91,449
11,41,1016,61,468
24,65,1016,45,445
32,71,1006,60,434
26,59,1013,62,451
29,71,1012,59,444
22,45,1012,55,451
6,36,1019,71,483
12,41,1014,76,478
21,60,1018,76,454
18,49,1020,62,455
25,69,1011,86,434
6,36,1017,69,483
19,40,1007,63,457
29,60,1016,45,441
10,44,1017,82,481
27,64,1018,43,443
18,46,1020,83,460
16,41,1021,54,470
5,46,1008,99,481
19,58,1016,94,451
19,53,1005,88,450
18,51,1016,91,456
13,41,1016,80,476
14,41,1011,83,471
27,70,1009,85,434
28,71,1003,77,437
28,51,1012,48,450
20,45,1005,78,456
22,51,1011,77,445
11,42,1020,70,479
19,57,1020,77,458
13,39,1024,68,471
25,65,1013,76,436
16,44,1021,79,464
